,deployment_id,species,common_name,timestamp,number_of_objects
42,North Beach Fort Cam,NA,Animal,8/2/2022 14:50,1
43,North Beach Fort Cam,NA,Animal,8/2/2022 14:38,1
44,North Beach Fort Cam,NA,Animal,8/2/2022 14:35,1
45,North Beach Fort Cam,NA,Animal,8/2/2022 14:38,1
46,North Beach Fort Cam,NA,Animal,8/2/2022 14:35,1
47,North Beach Fort Cam,NA,Animal,8/2/2022 14:37,1
48,North Beach Fort Cam,NA,Animal,8/2/2022 14:37,1
49,North Beach Fort Cam,NA,Bird,8/2/2022 14:49,1
50,North Beach Fort Cam,NA,Animal,8/2/2022 14:50,1
51,North Beach Fort Cam,NA,Animal,8/2/2022 14:38,1
52,North Beach Fort Cam,NA,Animal,8/2/2022 14:35,1
53,North Beach Fort Cam,NA,Animal,8/2/2022 14:40,1
54,North Beach Fort Cam,NA,Bird,8/2/2022 14:54,1
55,North Beach Fort Cam,NA,Animal,8/2/2022 14:40,1
56,North Beach Fort Cam,NA,Animal,8/2/2022 14:37,1
57,North Beach Fort Cam,NA,Animal,8/2/2022 14:52,1
58,North Beach Fort Cam,NA,Animal,8/2/2022 14:50,1
59,North Beach Fort Cam,NA,Bird,8/2/2022 14:40,1
60,North Beach Fort Cam,NA,Bird,8/2/2022 14:54,1
61,North Beach Fort Cam,NA,Bird,8/2/2022 14:49,1
62,North Beach Fort Cam,NA,Animal,8/2/2022 14:52,1
63,North Beach Fort Cam,NA,Animal,8/2/2022 14:38,1
64,North Beach Fort Cam,NA,Animal,8/2/2022 14:54,1
65,North Beach Fort Cam,NA,Animal,8/2/2022 14:51,1
66,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 14:49,1
67,North Beach Fort Cam,NA,Animal,8/2/2022 14:51,1
68,North Beach Fort Cam,NA,Animal,8/2/2022 14:55,1
69,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 15:07,1
70,North Beach Fort Cam,NA,Animal,8/2/2022 14:52,1
71,North Beach Fort Cam,NA,Animal,8/2/2022 14:55,1
72,North Beach Fort Cam,NA,Animal,8/2/2022 14:37,1
73,North Beach Fort Cam,NA,Animal,8/2/2022 14:54,1
74,North Beach Fort Cam,NA,Animal,8/2/2022 14:52,1
75,North Beach Fort Cam,NA,Animal,8/2/2022 14:52,1
76,North Beach Fort Cam,NA,Animal,8/2/2022 14:50,1
77,North Beach Fort Cam,NA,Animal,8/2/2022 14:50,1
78,North Beach Fort Cam,NA,Animal,8/2/2022 14:51,1
79,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 15:22,1
80,North Beach Fort Cam,NA,Animal,8/2/2022 14:50,1
81,North Beach Fort Cam,NA,Animal,8/2/2022 14:51,1
82,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 14:49,1
83,North Beach Fort Cam,NA,Animal,8/2/2022 14:38,1
84,North Beach Fort Cam,NA,Animal,8/2/2022 14:51,1
85,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 16:00,1
86,North Beach Fort Cam,NA,Bird,8/2/2022 16:00,1
87,North Beach Fort Cam,NA,Animal,8/2/2022 14:51,1
88,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 15:56,1
89,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 16:00,1
90,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 16:04,1
91,North Beach Fort Cam,NA,Animal,8/2/2022 16:24,1
92,North Beach Fort Cam,NA,Animal,8/2/2022 14:40,1
93,North Beach Fort Cam,NA,Animal,8/2/2022 14:54,1
94,North Beach Fort Cam,NA,Animal,8/2/2022 14:54,1
95,North Beach Fort Cam,NA,Animal,8/2/2022 16:24,1
96,North Beach Fort Cam,NA,Animal,8/2/2022 14:55,1
97,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 15:22,1
98,North Beach Fort Cam,NA,Animal,8/2/2022 16:24,1
99,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 15:07,1
100,North Beach Fort Cam,NA,Animal,8/2/2022 14:52,1
101,North Beach Fort Cam,NA,Animal,8/3/2022 12:33,1
102,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 14:49,1
103,North Beach Fort Cam,NA,Animal,8/3/2022 12:33,1
104,North Beach Fort Cam,NA,Animal,8/2/2022 14:55,1
105,North Beach Fort Cam,NA,Animal,8/2/2022 14:55,1
106,North Beach Fort Cam,NA,Animal,8/3/2022 12:33,1
107,North Beach Fort Cam,NA,Animal,8/3/2022 12:33,1
108,North Beach Fort Cam,NA,Animal,8/3/2022 12:34,1
109,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 14:49,1
110,North Beach Fort Cam,NA,Animal,8/3/2022 12:34,1
111,North Beach Fort Cam,NA,Bird,8/2/2022 15:07,1
112,North Beach Fort Cam,NA,Animal,8/3/2022 12:34,1
113,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 15:22,1
114,North Beach Fort Cam,NA,Animal,8/2/2022 14:38,1
115,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 15:22,1
116,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 15:22,1
117,North Beach Fort Cam,NA,Animal,8/3/2022 12:44,1
118,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 15:22,1
119,North Beach Fort Cam,NA,Animal,8/2/2022 16:24,1
120,North Beach Fort Cam,NA,Animal,8/3/2022 12:33,1
121,North Beach Fort Cam,NA,Animal,8/3/2022 12:44,1
122,North Beach Fort Cam,NA,Animal,8/2/2022 14:50,1
123,North Beach Fort Cam,NA,Animal,8/3/2022 12:46,1
124,North Beach Fort Cam,NA,Animal,8/2/2022 14:50,1
125,North Beach Fort Cam,NA,Animal,8/2/2022 14:51,1
126,North Beach Fort Cam,NA,Animal,8/3/2022 12:44,1
127,North Beach Fort Cam,sapiens,Human,8/3/2022 12:46,1
128,North Beach Fort Cam,NA,Animal,8/2/2022 16:24,1
129,North Beach Fort Cam,No CV Result,No CV Result,8/3/2022 12:46,1
130,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 16:00,1
131,North Beach Fort Cam,No CV Result,No CV Result,8/3/2022 21:45,1
132,North Beach Fort Cam,NA,Canine Family,8/3/2022 23:06,1
133,North Beach Fort Cam,NA,Canine Family,8/3/2022 23:06,1
134,North Beach Fort Cam,NA,Canine Family,8/3/2022 23:06,1
135,North Beach Fort Cam,No CV Result,No CV Result,8/3/2022 21:45,1
136,North Beach Fort Cam,NA,Canine Family,8/3/2022 23:06,1
137,North Beach Fort Cam,scrofa,Wild Boar,8/4/2022 6:40,1
138,North Beach Fort Cam,NA,Animal,8/2/2022 14:52,1
139,North Beach Fort Cam,NA,Animal,8/3/2022 12:33,1
140,North Beach Fort Cam,NA,Animal,8/3/2022 12:34,1
141,North Beach Fort Cam,NA,Animal,8/3/2022 12:34,1
142,North Beach Fort Cam,NA,Canine Family,8/3/2022 23:06,1
143,North Beach Fort Cam,No CV Result,No CV Result,8/3/2022 12:33,1
144,North Beach Fort Cam,NA,Animal,8/2/2022 16:24,1
145,North Beach Fort Cam,NA,Animal,8/3/2022 21:45,1
146,North Beach Fort Cam,NA,Animal,8/2/2022 16:24,1
147,North Beach Fort Cam,NA,Animal,8/3/2022 12:34,1
148,North Beach Fort Cam,NA,Animal,8/3/2022 12:44,1
149,North Beach Fort Cam,scrofa,Wild Boar,8/4/2022 6:40,1
150,North Beach Fort Cam,NA,Bird,8/2/2022 14:52,1
151,North Beach Fort Cam,taurus,Domestic Cattle,8/4/2022 7:08,1
152,North Beach Fort Cam,scrofa,Wild Boar,8/4/2022 6:40,1
153,North Beach Fort Cam,scrofa,Wild Boar,8/4/2022 6:40,1
154,North Beach Fort Cam,NA,Animal,8/3/2022 12:44,1
155,North Beach Fort Cam,NA,Animal,8/3/2022 12:34,1
156,North Beach Fort Cam,taurus,Domestic Cattle,8/4/2022 7:08,1
157,North Beach Fort Cam,NA,Animal,8/3/2022 12:46,1
158,North Beach Fort Cam,NA,Animal,8/2/2022 14:54,1
159,North Beach Fort Cam,taurus,Domestic Cattle,8/4/2022 7:08,1
160,North Beach Fort Cam,No CV Result,No CV Result,8/3/2022 12:46,1
161,North Beach Fort Cam,NA,Animal,8/3/2022 12:44,1
162,North Beach Fort Cam,NA,Animal,8/3/2022 12:46,1
163,North Beach Fort Cam,NA,Canine Family,8/3/2022 23:06,1
164,North Beach Fort Cam,taurus,Domestic Cattle,8/4/2022 7:08,1
165,North Beach Fort Cam,scrofa,Wild Boar,8/4/2022 6:40,1
166,North Beach Fort Cam,NA,Mammal,8/4/2022 6:40,1
167,North Beach Fort Cam,taurus,Domestic Cattle,8/4/2022 11:19,1
168,North Beach Fort Cam,No CV Result,No CV Result,8/3/2022 21:45,1
169,North Beach Fort Cam,taurus,Domestic Cattle,8/4/2022 7:08,1
170,North Beach Fort Cam,NA,Bird,8/2/2022 14:55,1
171,North Beach Fort Cam,taurus,Domestic Cattle,8/4/2022 11:19,1
172,North Beach Fort Cam,NA,Canine Family,8/4/2022 21:25,1
173,North Beach Fort Cam,NA,Animal,8/2/2022 14:51,1
174,North Beach Fort Cam,NA,Animal,8/2/2022 14:55,1
175,North Beach Fort Cam,NA,Animal,8/2/2022 14:55,1
176,North Beach Fort Cam,taurus,Domestic Cattle,8/4/2022 7:08,1
177,North Beach Fort Cam,scrofa,Wild Boar,8/4/2022 6:40,1
178,North Beach Fort Cam,taurus,Domestic Cattle,8/4/2022 11:19,1
179,North Beach Fort Cam,taurus,Domestic Cattle,8/4/2022 11:19,1
180,North Beach Fort Cam,taurus,Domestic Cattle,8/4/2022 11:19,1
181,North Beach Fort Cam,latrans,Coyote,8/4/2022 21:25,1
182,North Beach Fort Cam,latrans,Coyote,8/5/2022 1:17,1
183,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 15:07,1
184,North Beach Fort Cam,latrans,Coyote,8/5/2022 1:17,1
185,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 15:07,1
186,North Beach Fort Cam,latrans,Coyote,8/5/2022 1:17,1
187,North Beach Fort Cam,taurus,Domestic Cattle,8/4/2022 7:08,1
188,North Beach Fort Cam,NA,Mammal,8/5/2022 6:36,1
189,North Beach Fort Cam,NA,Cetartiodactyla Order,8/5/2022 6:36,1
190,North Beach Fort Cam,NA,Canine Family,8/4/2022 21:25,1
191,North Beach Fort Cam,taurus,Domestic Cattle,8/4/2022 11:19,1
192,North Beach Fort Cam,NA,Mammal,8/5/2022 6:36,1
193,North Beach Fort Cam,NA,Bird,8/2/2022 15:07,1
194,North Beach Fort Cam,latrans,Coyote,8/4/2022 21:25,1
195,North Beach Fort Cam,taurus,Domestic Cattle,8/4/2022 11:19,1
196,North Beach Fort Cam,NA,Cetartiodactyla Order,8/5/2022 6:36,1
197,North Beach Fort Cam,NA,Canis Species,8/5/2022 19:54,1
198,North Beach Fort Cam,latrans,Coyote,8/5/2022 1:17,1
199,North Beach Fort Cam,No CV Result,No CV Result,8/6/2022 3:49,1
200,North Beach Fort Cam,latrans,Coyote,8/5/2022 1:17,1
201,North Beach Fort Cam,latrans,Coyote,8/5/2022 19:54,1
202,North Beach Fort Cam,NA,Canine Family,8/5/2022 1:17,1
203,North Beach Fort Cam,latrans,Coyote,8/4/2022 21:25,1
204,North Beach Fort Cam,latrans,Coyote,8/5/2022 1:17,1
205,North Beach Fort Cam,NA,Animal,8/5/2022 6:36,1
206,North Beach Fort Cam,NA,Corvus Species,8/6/2022 6:53,1
207,North Beach Fort Cam,NA,Canine Family,8/4/2022 21:25,1
208,North Beach Fort Cam,latrans,Coyote,8/5/2022 1:17,1
209,North Beach Fort Cam,latrans,Coyote,8/5/2022 19:54,1
210,North Beach Fort Cam,NA,Corvus Species,8/6/2022 6:53,1
211,North Beach Fort Cam,NA,Corvus Species,8/6/2022 6:53,1
212,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 15:22,1
213,North Beach Fort Cam,NA,Mammal,8/5/2022 6:36,1
214,North Beach Fort Cam,NA,Animal,8/2/2022 14:54,1
215,North Beach Fort Cam,latrans,Coyote,8/6/2022 22:51,1
216,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 16:00,1
217,North Beach Fort Cam,NA,Animal,8/7/2022 1:55,1
218,North Beach Fort Cam,NA,Animal,8/2/2022 16:00,1
219,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 16:00,1
220,North Beach Fort Cam,NA,Animal,8/7/2022 1:55,1
221,North Beach Fort Cam,No CV Result,No CV Result,8/6/2022 3:49,1
222,North Beach Fort Cam,NA,Animal,8/7/2022 1:55,1
223,North Beach Fort Cam,NA,Animal,8/7/2022 1:55,1
224,North Beach Fort Cam,latrans,Coyote,8/5/2022 19:54,1
225,North Beach Fort Cam,NA,Cetartiodactyla Order,8/5/2022 6:36,1
226,North Beach Fort Cam,latrans,Coyote,8/5/2022 19:54,1
227,North Beach Fort Cam,No CV Result,No CV Result,8/2/2022 16:04,1
228,North Beach Fort Cam,No CV Result,No CV Result,8/6/2022 3:49,1
229,North Beach Fort Cam,No CV Result,No CV Result,8/5/2022 19:54,1
230,North Beach Fort Cam,No CV Result,No CV Result,8/6/2022 3:49,1
231,North Beach Fort Cam,NA,Animal,8/7/2022 1:55,1
232,North Beach Fort Cam,NA,Corvus Species,8/6/2022 6:53,1
233,North Beach Fort Cam,NA,Corvus Species,8/6/2022 6:53,1
234,North Beach Fort Cam,latrans,Coyote,8/6/2022 22:51,1
235,North Beach Fort Cam,NA,Animal,8/2/2022 16:24,1
236,North Beach Fort Cam,NA,Animal,8/7/2022 5:23,1
237,North Beach Fort Cam,NA,Animal,8/7/2022 5:23,1
238,North Beach Fort Cam,NA,Corvus Species,8/6/2022 6:53,1
239,North Beach Fort Cam,NA,Animal,8/7/2022 5:23,1
240,North Beach Fort Cam,NA,Animal,8/7/2022 5:23,1
241,North Beach Fort Cam,NA,Animal,8/7/2022 5:23,1
242,North Beach Fort Cam,NA,Animal,8/7/2022 5:23,1
243,North Beach Fort Cam,NA,Animal,8/7/2022 5:23,1
244,North Beach Fort Cam,NA,Animal,8/7/2022 5:23,1
245,North Beach Fort Cam,taurus,Domestic Cattle,8/8/2022 0:57,1
246,North Beach Fort Cam,taurus,Domestic Cattle,8/8/2022 0:57,1
247,North Beach Fort Cam,taurus,Domestic Cattle,8/8/2022 0:57,1
248,North Beach Fort Cam,latrans,Coyote,8/8/2022 3:35,1
249,North Beach Fort Cam,latrans,Coyote,8/8/2022 3:35,1
250,North Beach Fort Cam,NA,Canine Family,8/6/2022 22:51,1
251,North Beach Fort Cam,latrans,Coyote,8/8/2022 3:35,1
252,North Beach Fort Cam,NA,Corvus Species,8/6/2022 6:53,1
253,North Beach Fort Cam,NA,Canis Species,8/6/2022 22:51,1
254,North Beach Fort Cam,latrans,Coyote,8/8/2022 3:35,1
255,North Beach Fort Cam,scrofa,Wild Boar,8/8/2022 7:10,1
256,North Beach Fort Cam,latrans,Coyote,8/8/2022 3:35,1
257,North Beach Fort Cam,scrofa,Wild Boar,8/8/2022 7:10,1
258,North Beach Fort Cam,scrofa,Wild Boar,8/8/2022 7:10,1
259,North Beach Fort Cam,taurus,Domestic Cattle,8/8/2022 0:57,1
260,North Beach Fort Cam,scrofa,Wild Boar,8/8/2022 7:10,1
261,North Beach Fort Cam,scrofa,Wild Boar,8/8/2022 7:10,1
262,North Beach Fort Cam,latrans,Coyote,8/8/2022 3:35,1
263,North Beach Fort Cam,taurus,Domestic Cattle,8/8/2022 8:24,1
264,North Beach Fort Cam,taurus,Domestic Cattle,8/8/2022 0:57,1
265,North Beach Fort Cam,taurus,Domestic Cattle,8/8/2022 8:24,1
266,North Beach Fort Cam,scrofa,Wild Boar,8/8/2022 7:10,1
267,North Beach Fort Cam,latrans,Coyote,8/8/2022 3:35,1
268,North Beach Fort Cam,taurus,Domestic Cattle,8/8/2022 8:24,1
269,North Beach Fort Cam,taurus,Domestic Cattle,8/8/2022 8:24,1
270,North Beach Fort Cam,taurus,Domestic Cattle,8/8/2022 8:24,1
271,North Beach Fort Cam,scrofa,Wild Boar,8/8/2022 7:10,1
272,North Beach Fort Cam,latrans,Coyote,8/8/2022 17:05,1
273,North Beach Fort Cam,taurus,Domestic Cattle,8/8/2022 8:24,1
274,North Beach Fort Cam,NA,Animal,8/7/2022 1:55,1
275,North Beach Fort Cam,latrans,Coyote,8/8/2022 17:05,1
276,North Beach Fort Cam,NA,Animal,8/7/2022 1:55,1
277,North Beach Fort Cam,NA,Animal,8/3/2022 12:33,1
278,North Beach Fort Cam,NA,Animal,8/9/2022 16:33,1
279,North Beach Fort Cam,latrans,Coyote,8/8/2022 17:05,1
280,North Beach Fort Cam,NA,Bird,8/9/2022 16:33,1
281,North Beach Fort Cam,NA,Animal,8/9/2022 16:33,1
282,North Beach Fort Cam,NA,Bird,8/9/2022 16:33,1
283,North Beach Fort Cam,NA,Bird,8/9/2022 16:33,1
284,North Beach Fort Cam,NA,Animal,8/3/2022 12:34,1
285,North Beach Fort Cam,taurus,Domestic Cattle,8/8/2022 0:57,1
286,North Beach Fort Cam,NA,Animal,8/7/2022 1:55,1
287,North Beach Fort Cam,taurus,Domestic Cattle,8/8/2022 0:57,1
288,North Beach Fort Cam,NA,Animal,8/3/2022 12:46,1
289,North Beach Fort Cam,NA,Bird,8/9/2022 16:33,1
290,North Beach Fort Cam,NA,Bird,8/9/2022 16:33,1
291,North Beach Fort Cam,NA,Canine Family,8/9/2022 22:10,1
292,North Beach Fort Cam,NA,Animal,8/3/2022 12:44,1
293,North Beach Fort Cam,NA,Canine Family,8/9/2022 22:10,1
294,North Beach Fort Cam,NA,Carnivorous Mammal,8/9/2022 22:10,1
295,North Beach Fort Cam,NA,Canine Family,8/9/2022 22:10,1
296,North Beach Fort Cam,NA,Carnivorous Mammal,8/9/2022 22:10,1
297,North Beach Fort Cam,NA,Animal,8/10/2022 16:55,1
298,North Beach Fort Cam,NA,Animal,8/3/2022 12:44,1
299,North Beach Fort Cam,NA,Animal,8/10/2022 16:55,1
300,North Beach Fort Cam,No CV Result,No CV Result,8/9/2022 22:10,1
301,North Beach Fort Cam,sapiens,Human,8/10/2022 16:55,1
302,North Beach Fort Cam,latrans,Coyote,8/8/2022 17:05,1
303,North Beach Fort Cam,latrans,Coyote,8/8/2022 17:05,1
304,North Beach Fort Cam,taurus,Domestic Cattle,8/8/2022 8:24,1
305,North Beach Fort Cam,No CV Result,No CV Result,8/3/2022 12:46,1
306,North Beach Fort Cam,NA,Canis Species,8/10/2022 22:40,1
307,North Beach Fort Cam,latrans,Coyote,8/10/2022 22:40,1
308,North Beach Fort Cam,NA,Bird,8/9/2022 16:33,1
309,North Beach Fort Cam,NA,Canine Family,8/10/2022 22:40,1
310,North Beach Fort Cam,No CV Result,No CV Result,8/3/2022 21:45,1
311,North Beach Fort Cam,No CV Result,No CV Result,8/3/2022 21:45,1
312,North Beach Fort Cam,latrans,Coyote,8/10/2022 22:40,1
313,North Beach Fort Cam,NA,Canine Family,8/10/2022 22:40,1
314,North Beach Fort Cam,No CV Result,No CV Result,8/9/2022 22:10,1
315,North Beach Fort Cam,NA,Canine Family,8/3/2022 23:06,1
316,North Beach Fort Cam,latrans,Coyote,8/11/2022 20:19,1
317,North Beach Fort Cam,latrans,Coyote,8/10/2022 22:40,1
318,North Beach Fort Cam,latrans,Coyote,8/11/2022 20:19,1
319,North Beach Fort Cam,NA,Canine Family,8/10/2022 22:40,1
320,North Beach Fort Cam,latrans,Coyote,8/11/2022 20:19,1
321,North Beach Fort Cam,latrans,Coyote,8/11/2022 20:19,1
322,North Beach Fort Cam,latrans,Coyote,8/11/2022 20:19,1
323,North Beach Fort Cam,latrans,Coyote,8/11/2022 20:19,1
324,North Beach Fort Cam,NA,Canis Species,8/10/2022 22:40,1
325,North Beach Fort Cam,latrans,Coyote,8/11/2022 20:19,1
326,North Beach Fort Cam,NA,Canis Species,8/11/2022 23:14,1
327,North Beach Fort Cam,NA,Canis Species,8/11/2022 23:14,1
328,North Beach Fort Cam,latrans,Coyote,8/11/2022 23:14,1
329,North Beach Fort Cam,latrans,Coyote,8/11/2022 23:14,1
330,North Beach Fort Cam,latrans,Coyote,8/11/2022 23:14,1
331,North Beach Fort Cam,NA,Canine Family,8/3/2022 23:06,1
332,North Beach Fort Cam,taurus,Domestic Cattle,8/4/2022 7:08,1
333,North Beach Fort Cam,scrofa,Wild Boar,8/12/2022 4:22,1
334,North Beach Fort Cam,NA,Canine Family,8/11/2022 23:14,1
335,North Beach Fort Cam,scrofa,Wild Boar,8/12/2022 4:22,1
336,North Beach Fort Cam,latrans,Coyote,8/11/2022 23:14,1
337,North Beach Fort Cam,scrofa,Wild Boar,8/12/2022 4:22,1
338,North Beach Fort Cam,scrofa,Wild Boar,8/12/2022 4:22,1
339,North Beach Fort Cam,taurus,Domestic Cattle,8/4/2022 11:19,1
340,North Beach Fort Cam,scrofa,Wild Boar,8/12/2022 4:22,1
341,North Beach Fort Cam,NA,Mammal,8/4/2022 6:40,1
342,North Beach Fort Cam,NA,Cetartiodactyla Order,8/12/2022 7:38,1
343,North Beach Fort Cam,scrofa,Wild Boar,8/12/2022 4:22,1
344,North Beach Fort Cam,scrofa,Wild Boar,8/12/2022 4:22,1
345,North Beach Fort Cam,scrofa,Wild Boar,8/12/2022 7:38,1
346,North Beach Fort Cam,NA,Cetartiodactyla Order,8/12/2022 7:38,1
347,North Beach Fort Cam,NA,Mammal,8/12/2022 7:38,1
348,North Beach Fort Cam,scrofa,Wild Boar,8/12/2022 4:22,1
349,North Beach Fort Cam,scrofa,Wild Boar,8/12/2022 7:38,1
350,North Beach Fort Cam,NA,Cetartiodactyla Order,8/12/2022 7:38,1
351,North Beach Fort Cam,NA,Mammal,8/12/2022 7:38,1
352,North Beach Fort Cam,NA,Cetartiodactyla Order,8/12/2022 7:38,1
353,North Beach Fort Cam,latrans,Coyote,8/12/2022 21:58,1
354,North Beach Fort Cam,latrans,Coyote,8/12/2022 21:58,1
355,North Beach Fort Cam,latrans,Coyote,8/4/2022 21:25,1
356,North Beach Fort Cam,latrans,Coyote,8/12/2022 21:58,1
357,North Beach Fort Cam,NA,Canine Family,8/12/2022 21:58,1
358,North Beach Fort Cam,NA,Canine Family,8/12/2022 21:58,1
359,North Beach Fort Cam,latrans,Coyote,8/4/2022 21:25,1
360,North Beach Fort Cam,latrans,Coyote,8/12/2022 21:58,1
361,North Beach Fort Cam,NA,Canine Family,8/12/2022 21:58,1
362,North Beach Fort Cam,No CV Result,No CV Result,8/12/2022 23:19,1
363,North Beach Fort Cam,No CV Result,No CV Result,8/12/2022 23:19,1
364,North Beach Fort Cam,No CV Result,No CV Result,8/12/2022 23:19,1
365,North Beach Fort Cam,No CV Result,No CV Result,8/12/2022 23:19,1
366,North Beach Fort Cam,NA,Mammal,8/12/2022 23:19,1
367,North Beach Fort Cam,latrans,Coyote,8/13/2022 0:18,1
368,North Beach Fort Cam,NA,Canine Family,8/13/2022 0:18,1
369,North Beach Fort Cam,NA,Canine Family,8/13/2022 0:18,1
370,North Beach Fort Cam,NA,Bovidae Family,8/5/2022 6:36,1
371,North Beach Fort Cam,latrans,Coyote,8/13/2022 22:28,1
372,North Beach Fort Cam,NA,Canine Family,8/13/2022 0:18,1
373,North Beach Fort Cam,NA,Canine Family,8/13/2022 0:18,1
374,North Beach Fort Cam,NA,Canine Family,8/13/2022 0:18,1
375,North Beach Fort Cam,latrans,Coyote,8/13/2022 22:28,1
376,North Beach Fort Cam,NA,Canine Family,8/13/2022 0:18,1
377,North Beach Fort Cam,latrans,Coyote,8/13/2022 22:28,1
378,North Beach Fort Cam,No CV Result,No CV Result,8/6/2022 3:49,1
379,North Beach Fort Cam,No CV Result,No CV Result,8/5/2022 19:54,1
380,North Beach Fort Cam,latrans,Coyote,8/13/2022 22:28,1
381,North Beach Fort Cam,latrans,Coyote,8/13/2022 22:28,1
382,North Beach Fort Cam,latrans,Coyote,8/13/2022 22:28,1
383,North Beach Fort Cam,latrans,Coyote,8/13/2022 22:28,1
384,North Beach Fort Cam,latrans,Coyote,8/13/2022 22:28,1
385,North Beach Fort Cam,latrans,Coyote,8/6/2022 22:51,1
386,North Beach Fort Cam,NA,Canis Species,8/13/2022 22:29,1
387,North Beach Fort Cam,latrans,Coyote,8/6/2022 22:51,1
388,North Beach Fort Cam,latrans,Coyote,8/6/2022 22:51,1
389,North Beach Fort Cam,NA,Corvus Species,8/6/2022 6:53,1
390,North Beach Fort Cam,NA,Vulpes Species,8/6/2022 22:51,1
391,North Beach Fort Cam,NA,Canine Family,8/13/2022 22:29,1
392,North Beach Fort Cam,latrans,Coyote,8/13/2022 22:29,1
393,North Beach Fort Cam,NA,Canis Species,8/13/2022 22:29,1
